City,Place Type,Name,PlaceID,Address,Rating,Author,Review
Melbourne,cafe,Riché - Cafe Richmond,ChIJ3cZApzdD1moRFvz4e0vlik8,"3/189 Bridge Rd, Richmond",4.8,Tolga O,"We had a fantastic experience at Riche, and highly recommend it. The menu has plenty of creative options that let it stand out from your generic local cafe. The food is well, portioned and tastes great.
The atmosphere is energetic, so I'd highly recommend a booking if coming on the weekend.
My partner had the pumpkin king, and along with my Riche burger, we enjoyed both meals and left full.
On the drinks side we enjoyed a black sesame latte (surprisingly enjoyable), and a berry smoothie (tasted healthy and light).
We'd definitely come again."
Melbourne,cafe,Riché - Cafe Richmond,ChIJ3cZApzdD1moRFvz4e0vlik8,"3/189 Bridge Rd, Richmond",4.8,Ivan Lu,"I visited Riché Cafe on a weekday morning, and it was moderately busy. I ordered a soy latte, which had nice latte art and tasted great. However, I also tried the Prawny Business dish. Unfortunately, there were only 3-4 small shrimp, and they were a bit overcooked and dry, almost like they had been pre-cooked and then re-fried. On a positive note, the service was excellent; the staff checked in on me several times to ensure everything was okay. Overall, it was a mixed experience."
Melbourne,cafe,Riché - Cafe Richmond,ChIJ3cZApzdD1moRFvz4e0vlik8,"3/189 Bridge Rd, Richmond",4.8,Nana Pun,"This restaurant is one of the best brunch places I’ve ever visited. We must go again; the food is incredibly delicious with a fusion design that offers a fresh take on classic dishes. The bread, French toast, and pumpkin base are all wonderfully soft, and the seasoning enhances every flavor. Words can’t fully describe how much we enjoyed the whole experience. Highly recommended!"
Melbourne,cafe,Riché - Cafe Richmond,ChIJ3cZApzdD1moRFvz4e0vlik8,"3/189 Bridge Rd, Richmond",4.8,William Hua,"A lovely cafe with a wide variety of food options, a clean and aesthetic interior, as well as friendly service staff.

The speed of deliver is also something I must mention, all the dishes we ordered come out in around 10-15 min, despite the cafe being relatively lively at the time.

The price was definitely reasonable as well. So deffs worth a try or making this place a regular spot if you live close by!"
Melbourne,cafe,Riché - Cafe Richmond,ChIJ3cZApzdD1moRFvz4e0vlik8,"3/189 Bridge Rd, Richmond",4.8,Matt,"Food was OK, but nothing special. You can find a better burger almost anywhere, but the chips were good. Long black and curry laksa also nice but quite average."
Melbourne,cafe,Golden Mug Cafe,ChIJl82ld4ld1moRVDKGZBC2-IA,"Ground Floor of Novotel Hotel, 399 Little Lonsdale St, Melbourne",4.5,Elaine V. Reglos,"Went to dine in with my grandma and auntie as they were on a tourist visa. We spotted this cozy cute cafe and tried some of their dish.

The amount of the food is huge and delicious. Coffee is very good as well, we have experience the best customer service as well her name’s Vanessa. Will definitely come back for another experience!"
Melbourne,cafe,Golden Mug Cafe,ChIJl82ld4ld1moRVDKGZBC2-IA,"Ground Floor of Novotel Hotel, 399 Little Lonsdale St, Melbourne",4.5,Jennie,"The steak at this restaurant is an unforgettable delight. Each bite of the steak is tender, juicy, and perfectly grilled, with a delicious flavor. The prawn salad is refreshing and delicious, with fresh prawn complemented by crisp lettuce and salad dressing, bringing a refreshing seafood flavor. As for the garlic cheese bread, it's a wonderful combination, with a soft texture and a surface sprinkled with rich cheese and garlic flavor, each bite is a delight. Overall, this meal is satisfying and a feast for the taste buds."
Melbourne,cafe,Golden Mug Cafe,ChIJl82ld4ld1moRVDKGZBC2-IA,"Ground Floor of Novotel Hotel, 399 Little Lonsdale St, Melbourne",4.5,Hara,"I had high expectations, but my experience was disappointing. I ordered the bacon eggs benedict, and the eggs were too sour. Is this really bacon? There wasn't even a hash brown! The place felt busy but didn't deliver on quality. I won't be coming back"
Melbourne,cafe,Golden Mug Cafe,ChIJl82ld4ld1moRVDKGZBC2-IA,"Ground Floor of Novotel Hotel, 399 Little Lonsdale St, Melbourne",4.5,Yosy Christy Natalia,"Perfect spot to grab your late afternoon coffee cuz they open until 6pm!

Comfortable sitting table on the Ground floor of Novotel hotel. They have so many various of foods (breakfast, lunch and dinner menu). Coffee is also great!

Highly recommend!"
Melbourne,cafe,Golden Mug Cafe,ChIJl82ld4ld1moRVDKGZBC2-IA,"Ground Floor of Novotel Hotel, 399 Little Lonsdale St, Melbourne",4.5,Sylvia Liu,"We had a delightful brunch at this spot, enjoying a variety of dishes including chili scramble, egg royal, seafood penne pasta, and a fresh fruit bowl. The drinks were also standout, with both the chai latte and iced taro being refreshing and flavorful. Everything was delicious."
Melbourne,cafe,Crest Café,ChIJZ11Z5OM91moRltqBosqk31A,"17 Crestdale Rd, Wantirna",4.5,Christopher Lai,"Great food, excellent coffee
We've been here a few times now.
Food is always good and coffee is to our liking.

They have a kids menu which is always a bit plus.
They also sell candy which is fun for the kids.

I just wish this place is warmer in the winters and cooler in the summer but that is just a minor thing.

We will be back. Definitely the best cafe in the knox area!"
Melbourne,cafe,Crest Café,ChIJZ11Z5OM91moRltqBosqk31A,"17 Crestdale Rd, Wantirna",4.5,Claudine Faerie,"Nice cafe, tucked away in the side streets of suburbia. Coffees and hot drinks were good! Menu had lots of favourites and some items with a fun twist! Our food was well presented and delicious and we predominantly enjoyed our meals...The green hashbrown dish was yummy ( but came served with a hair and the fritters were cold inside)
We did have difficulties making our reservation ( getting someone to answer the phone took 5 tries over 2 days)"
Melbourne,cafe,Crest Café,ChIJZ11Z5OM91moRltqBosqk31A,"17 Crestdale Rd, Wantirna",4.5,MTWTFSS,Hidden gem in the neighbourhood! Coffee is always done well! The cafe is kids and pets friendly! Very thoughtful staff! Our favorite cafe!
Melbourne,cafe,Crest Café,ChIJZ11Z5OM91moRltqBosqk31A,"17 Crestdale Rd, Wantirna",4.5,King Katt,"The corn fritter was good, and the coffee was nice too. The poached egg can be improved.  However, one of the female staff members was not friendly."
Melbourne,cafe,Crest Café,ChIJZ11Z5OM91moRltqBosqk31A,"17 Crestdale Rd, Wantirna",4.5,Shayan Soroush,"Small cafe near Knox shopping centre, talked away in the local streets and if you don’t look close you’ll think it’s an ordinary house, cute atmosphere.

I ordered the golden latte with tumeric, almond milk and cinnamon. It had such a rich and spicy flavour, highly recommend.

The staff were very attentive and friendly 🙏"
Melbourne,cafe,Cafe Court,ChIJp3us-bhd1moRVQACsirqS2Y,"536 Lonsdale St, Melbourne",4.6,Debajyoti Saha,Went for brunch on a Sunday morning and this place surprised us with the amazing food and the beverages. The place is nice and cozy with good decors. We ordered some freshly squeezed juice and an iced mocha and both were really good. For food we ordered the traditional Benedict and Chilli Scrambled eggs. Both the dishes looked visually pleasing and the taste was even better. Would highly recommend this place for brunch!
Melbourne,cafe,Cafe Court,ChIJp3us-bhd1moRVQACsirqS2Y,"536 Lonsdale St, Melbourne",4.6,Megan Dunne,"Busy little cafe, open on Sunday, we had a large family group of 8 and weren’t sure how we would go getting a table but luckily there was one big enough for us inside!
The food was delicious, I had the brisket bun, tried my brother’s omelette, others had poached eggs, bowl of chips, smashed avocado, and the double cheeseburger.
The service was really great, professional friendly flexible and accommodating. We had a really lovely catch up and will definitely be returning when in Melbourne again."
Melbourne,cafe,Cafe Court,ChIJp3us-bhd1moRVQACsirqS2Y,"536 Lonsdale St, Melbourne",4.6,D Cummins,"We were pleasantly surprised with this cafe!  The pancakes were absolutely delicious and not too sweet, I highly recommend!  My partner had their original omelette and said it was good but needed a little more flavor.  Service was fast and friendly.   I only took a picture of the pancakes as it was very picture worthy!  Go!  See for yourself!"
Melbourne,cafe,Cafe Court,ChIJp3us-bhd1moRVQACsirqS2Y,"536 Lonsdale St, Melbourne",4.6,Jasmine Drake,"Cool unique decor and plenty of seating. Nice and open plan. Service is impeccable. Staff noticed we only had one menu and gave us another without us even asking. They brought cutlery to our table and the food came out hot fresh and quick. Flavours of the chorizo, mushrooms and relish are amazing in the big brekkie. Nice hollandaise sauce on the Benedict.  Poached eggs to perfection. Coffee is very strong. They can do iced lattes even though its not on the menu, they have flavored syrups but they are quite weak so would reccomend extra if you prefer more sweetness"
Melbourne,cafe,Cafe Court,ChIJp3us-bhd1moRVQACsirqS2Y,"536 Lonsdale St, Melbourne",4.6,Alexis Soo,"This cafe in Melbourne is fantastic for brunch! The food is delicious and beautifully presented, with generous portions that are sure to satisfy. The service is excellent, making the whole experience even more enjoyable. Plus, the menu is highly customizable with vegan and gluten-free options available. Highly recommended for anyone looking for a great brunch spot!"
Melbourne,cafe,CIEL Cafe,ChIJp_40rPhn1moRsKphY_EJRRA,"48 Cecil St, Southbank",4.7,Shirley Seow,"This is such a nice cafe at Southbank! Was on holiday in Melbourne  and found this cafe when walking back to the apartment.
The staff here are very friendly and helpful. Not forgetting to mention, coffee and food are above my expectations. Ordered the Eggs on Toast and Chicken burger. And they tasted so good. Love it and will definitely be back again"
Melbourne,cafe,CIEL Cafe,ChIJp_40rPhn1moRsKphY_EJRRA,"48 Cecil St, Southbank",4.7,Tobi Jacobs,"**Review for Ciel Cafe, Southbank**

I recently had the pleasure of enjoying breakfast at **Ciel Cafe** in Southbank, and it was an experience worth raving about! Nestled in a spacious ground floor location, this cafe truly is a hidden gem in the local area.

I opted for the **Breakfast Burger**, which was an absolute delight. The burger featured a perfectly cooked egg with a runny yolk, pork and fennel sausage, bacon onion, and coffee jam, sauerkraut , ripe house burger sauce and swiss cheese, all sandwiched between glossy milk buns. Each bite was a burst of flavor, and the ingredients were clearly fresh and of high quality. The burger was priced at a reasonable $20

To complement the burger, I ordered a side of their **homemade hash browns**. These golden-brown delights were crispy on the outside and fluffy on the inside, making them the perfect accompaniment. The side of three hash browns cost **$6**.

To top it all off, I enjoyed a large **Cappuccino** with intricate latte art. The coffee was rich and smooth, providing the perfect start to my day. The cappuccino was priced at **$5**.

What truly set this experience apart was the **extremely friendly and welcoming service** by the staff. From the moment I walked in, I was greeted with warm smiles and attentive service. The staff made sure I felt right at home and were more than happy to accommodate any requests.

The cafe itself boasts a modern and stylish design with large windows that allow natural light to flood the space, creating a bright and welcoming atmosphere. The decor is minimalist, with clean lines and neutral colors, giving the space a sophisticated and elegant feel.

Overall, Ciel Cafe in Southbank is a must-visit for anyone looking for a delicious breakfast in a welcoming and stylish setting. I can't wait to return and try more of their offerings!"
Melbourne,cafe,CIEL Cafe,ChIJp_40rPhn1moRsKphY_EJRRA,"48 Cecil St, Southbank",4.7,Lore Gutierrez,"Ciel Cafe is such an amazing spot! The service is excellent, always friendly and attentive, which makes the experience even more enjoyable. The food is delicious, with a great variety of fresh and beautifully presented options. The place also has a super cute vibe, perfect for relaxing or catching up with friends. Definitely a place I would come back to again and again. Highly recommended!"
Melbourne,cafe,CIEL Cafe,ChIJp_40rPhn1moRsKphY_EJRRA,"48 Cecil St, Southbank",4.7,Graeldon,"Hidden Gem!
The food and drinks here are fantastic and really reasonably priced - I'm super happy that I stumbled upon this place, and it deserves being 10 times busier.
The food came out pretty quickly, and I was impressed by the quality. The potato served with the eggs benedict was crispy on the outside but fluffy and creamy on the inside. The bacon was high quality, and the eggs were just right.
I also tried the breakfast roti 2.0, and the roti was better than I've had in some Indian restaurants. The pork belly was quite fatty but full of flavour and well balanced by the pickled veg.
Both dishes were really thoughtful and balanced, and I felt like the chef(s) really care about the quality of the dishes they create.

I can't wait to go back and try more of the menu, it was simply fantastic.
Thank you CIEL Cafe!"
Melbourne,cafe,CIEL Cafe,ChIJp_40rPhn1moRsKphY_EJRRA,"48 Cecil St, Southbank",4.7,Sayada Korkitkwamdee,"Excellent service even though it was a busy period, food and coffee was so nice and reasonable price. I would recommend a chilli scrambled eggs with croissant. I will definitely come back again."
Melbourne,cafe,Moonlight Cafe - Broadmeadows Central,ChIJ_7d0Wopa1moR_Koi9LNoL8k,"Kiosk 6/1099 Pascoe Vale Rd, Broadmeadows",4.6,Allannah Gibbs,"We are on holiday from Nth Qld my dad and I. We have never had such AMAZING and FRIENDLY service in our lives. Such a wonderful experience and 110% recommend. I don't often review places I go but this service was personal, kind and so warm. From being bumped into around the shopping centre to then being spoken to and served with such a warmth, made the shopping trip well worth it. Thank you, thank you, thank you."
Melbourne,cafe,Moonlight Cafe - Broadmeadows Central,ChIJ_7d0Wopa1moR_Koi9LNoL8k,"Kiosk 6/1099 Pascoe Vale Rd, Broadmeadows",4.6,Lidia Charles,The best coffee ever ♥️♥️ I love u guys I can't start my day without their coffee
Melbourne,cafe,Moonlight Cafe - Broadmeadows Central,ChIJ_7d0Wopa1moR_Koi9LNoL8k,"Kiosk 6/1099 Pascoe Vale Rd, Broadmeadows",4.6,Mo Shaz,"Title: A Coffee Lover's Paradise

This CoffeeShop is a true haven for any coffee enthusiast. From the moment you take your first sip, you're transported to a world of rich, aromatic perfection. The coffee here is nothing short of amazing - it's clear that every cup is a labor of love. The beans are clearly of the highest quality, resulting in a brew that's smooth, full-bodied, and incredibly satisfying. Whether you're a fan of a classic espresso or a specialty latte, each cup is a testament to their dedication to the craft. The baristas are true artists, mastering the art of the perfect pour and creating intricate latte art that's almost too beautiful to disturb. This CoffeeShop has truly set the standard for what exceptional coffee should be. Don't miss out on this caffeinated masterpiece!"
Melbourne,cafe,Moonlight Cafe - Broadmeadows Central,ChIJ_7d0Wopa1moR_Koi9LNoL8k,"Kiosk 6/1099 Pascoe Vale Rd, Broadmeadows",4.6,Creative Shopfitting,"We have known khan and his wife for many years after being regular customers. His coffee, food and customer service are excellent! khan asked us to refit his existing store and we have just finished. I’d recommend this cafe to anybody within the Broadmeadows shopping centre precinct.

Thank you."
Melbourne,cafe,Moonlight Cafe - Broadmeadows Central,ChIJ_7d0Wopa1moR_Koi9LNoL8k,"Kiosk 6/1099 Pascoe Vale Rd, Broadmeadows",4.6,Richard T.Whybrow,"Delicious dinning or takeaway food, excellent drop in for a coffee with friends for a meet between shopping or just for a chat. Location is easy to find and very spacious in the bright and open central atrium.  It’s relaxing to just sit and enjoy the bright open cafe space with a delightful beverage.

Service is quick and efficient with cool designs displayed on the top of your hot drink.

Sweet and savory items to try with a good range and selection.

No problem with mobility impaired seating or access and plenty of seating available."
Melbourne,cafe,Three Drops Coffee & Sandwich,ChIJ33UY1LVC1moRQdzmULIlbtk,"227 Collins St, Melbourne",4.9,Phillip Janicki,"A small little cafe with minimal outdoor seating only, hence the lower score for atmosphere but the service was good and helpful. Most importantly, the food was unreal and reasonably priced. We got the bacon K-Sandwiches and they are seriously unreal. The flavours are amazing. I only wish I got double bacon to take it to the next level but that’s hindsight for you and still can’t really fault it. Definitely recommend checking this little beauty out."
Melbourne,cafe,Three Drops Coffee & Sandwich,ChIJ33UY1LVC1moRQdzmULIlbtk,"227 Collins St, Melbourne",4.9,Payel Gayen,"Absolutely delightful!
This spot serves some of the best sandwiches in Melbourne and is the perfect place to satisfy your breakfast cravings.

We ordered the classic bacon sandwich, the roasted chicken sandwich, and mocha. The mocha was quite good, and the chicken sandwich was perfectly prepared and tasted fantastic. However, the true standout was the classic bacon sandwich, which was mouthwateringly delicious and filled with fluffy eggs. Simply lovely!

There are some outdoor seating options, and the service was quick and prompt. I highly recommend this place to everyone!"
Melbourne,cafe,Three Drops Coffee & Sandwich,ChIJ33UY1LVC1moRQdzmULIlbtk,"227 Collins St, Melbourne",4.9,Daniel Symons,"Delicious Korean sandwich, excellent coffee. Lovely service. Well worth a visit if you're after something unique or just plain yummy!"
Melbourne,cafe,Three Drops Coffee & Sandwich,ChIJ33UY1LVC1moRQdzmULIlbtk,"227 Collins St, Melbourne",4.9,Lollie Pop,"Their bulgogi sandwich is light, flavourful …. dances in your mouth type of texture and flavour. It’s not something I’ve tasted before and it’s absolutely moorish and delightful. Generous portion also. It’s more of a takeaway shop. They do have tables on the walkway next to the road and you can’t sit there when it rains. That’s the only downside. Otherwise, it’s an excellent little cafe."
Melbourne,cafe,Three Drops Coffee & Sandwich,ChIJ33UY1LVC1moRQdzmULIlbtk,"227 Collins St, Melbourne",4.9,Liam,"Cool hole in the wall establishment. I had the ham and cheese toasties, which were delicious and reasonably priced. I’d recommend for anyone going through the city trying to find a bargain!

They also had a few tables on the side of the street, where I parked up for a bit. Good if you’re travelling and looking for a bit of a pit stop."
Melbourne,cafe,Gellibrand Cafe,ChIJ_8MO9IJF1moRTqlARjlAOos,"16 Gellibrand Cres, Reservoir",4.5,Stefan Heaton,Great set-up and yummy food. I tried a variety of their breakfast menu items and they were all really nice. The highlights were the Smashed Avocado and Kids Waffles. Would definitely go back here.
Melbourne,cafe,Gellibrand Cafe,ChIJ_8MO9IJF1moRTqlARjlAOos,"16 Gellibrand Cres, Reservoir",4.5,Vidya Bharti,"Team member were welcoming, we came at 3 and generally the kitchen closed at 3 but they offered us to take our order at the very last moment, above all the food was really amazing (can’t describe in words)."
Melbourne,cafe,Gellibrand Cafe,ChIJ_8MO9IJF1moRTqlARjlAOos,"16 Gellibrand Cres, Reservoir",4.5,Liz L,"Pretty chill and family friendly cafe. The food and coffee were good and the service was friendly. It took us a while to order but it was busy however once we ordered, the food didn't take long. Overall, it was a good experience. #Reservoircafe #goodcoffeee"
Melbourne,cafe,Gellibrand Cafe,ChIJ_8MO9IJF1moRTqlARjlAOos,"16 Gellibrand Cres, Reservoir",4.5,Thoughtful Critique,"This cafe is an absolute delight! A hidden gem that stole our hearts from the moment we walked in.

The All Board and Spanish Omelette were a taste sensation, surpassing all expectations.

What truly set this place apart was the extraordinary care and attention from the team. They went above and beyond, ensuring every moment of our brekky date was unforgettable. It wasn't just a meal; it was a culinary adventure crafted with love. Hats off to the incredible team for turning a simple breakfast into a dazzling, memorable affair!"
Melbourne,cafe,Gellibrand Cafe,ChIJ_8MO9IJF1moRTqlARjlAOos,"16 Gellibrand Cres, Reservoir",4.5,Tarren Anderson,"I took my grandmother out here today & everything about the place was fantastic! Our waitress Piper was very attentive, informative regarding the menu & super friendly. We will definitely be back!"
Melbourne,cafe,All Things Equal Cafe,ChIJW-zquU9p1moRCy9qLSXr6bo,"263-265 Carlisle St, Balaclava",4.8,Deborah Travers,"How exceptionally wonderful is this cafe. The team that served were patient, kind and friendly. Our food was served quickly and was really delicious. I ate granola with poached pears and coconut yoghurt while my friends enjoyed mushrooms on toast and shakahuka. The chai on oat milk was really hot and tasty. All the food was fresh and without sugar! Yay!"
Melbourne,cafe,All Things Equal Cafe,ChIJW-zquU9p1moRCy9qLSXr6bo,"263-265 Carlisle St, Balaclava",4.8,Yosy Christy Natalia,"Very nice cafe with a beautiful concept itself. The coffee is really good but the salmon bagel that I ordered wasn't that good, it was too much cream cheese and too sour. I definitely come here again to try another ones"
Melbourne,cafe,All Things Equal Cafe,ChIJW-zquU9p1moRCy9qLSXr6bo,"263-265 Carlisle St, Balaclava",4.8,S F,"Great service, quick and the coffee was above par (I drink long black - was delicious and not bitter!) Also I could hear every word my friend was saying - refreshing!"
Melbourne,cafe,All Things Equal Cafe,ChIJW-zquU9p1moRCy9qLSXr6bo,"263-265 Carlisle St, Balaclava",4.8,Carmel Gerdsen,"Just enjoyed the avacado on toast with and added poached egg.
I really enjoyed the crispy radish that was on top of the avacado.
Not what I was expecting, but it was delicious.
And I always enjoy their chai latte and another favourite in the coconut cake - always yum!"
Melbourne,cafe,All Things Equal Cafe,ChIJW-zquU9p1moRCy9qLSXr6bo,"263-265 Carlisle St, Balaclava",4.8,Andres Trujillo (Consciousness_888),"I have been living in Melbourne for the past 6 years, and today I experienced discrimination for the first time. I went for brunch with my friends, and when we arrived at the restaurant, we were treated with contempt. However, the group behind us was clearly given preferential treatment, which is not how I have been treated at other places I've visited here. Based on my personal experience, I would not recommend this place if you are not a local in the area."
Melbourne,cafe,Brown Sugar Cafe,ChIJsz9oU7RC1moRTaRGzVGyN10,"25 Block Pl, Melbourne",4.2,Eddie Khays,"Nestled in the heart of Melbourne, Brown Sugar Cafe is a true hidden gem that combines a cozy atmosphere with outstanding food and impeccable service. From the moment you step through the doors, you're greeted with a warm, inviting ambiance that feels like a home away from home. The rustic decor, with its charming wooden tables and ambient lighting, sets the stage for a relaxed dining experience.

The coffee at Brown Sugar Cafe is nothing short of exceptional.  The baristas here clearly know their craft, and the result is a consistently excellent brew that keeps patrons coming back for more.

But what truly sets Brown Sugar Cafe apart is the service. The staff (Alba and Rin) are friendly, attentive, and genuinely care about ensuring a pleasant dining experience for every guest. Their warm hospitality makes you feel like a valued friend rather than just another customer.

In summary, Brown Sugar Cafe is a must-visit for anyone in Melbourne looking to enjoy great food, excellent coffee, and top-notch service in a welcoming environment. Whether you're a local or just passing through, this cafe will quickly become a favorite spot."
Melbourne,cafe,Brown Sugar Cafe,ChIJsz9oU7RC1moRTaRGzVGyN10,"25 Block Pl, Melbourne",4.2,sina najarha,"Brown Sugar Cafe offers a delightful experience across the board. The atmosphere is warm and inviting, perfect for a casual meal or a cozy catch-up. The service is attentive and friendly, making you feel right at home. As for the food, it's absolutely delicious! Each dish bursts with flavor and is prepared with care. The portion sizes are generous, ensuring you leave satisfied without breaking the bank. Overall, Brown Sugar Cafe strikes a perfect balance of quality, quantity, and affordability, making it a must-visit for anyone craving a memorable dining experience."
Melbourne,cafe,Brown Sugar Cafe,ChIJsz9oU7RC1moRTaRGzVGyN10,"25 Block Pl, Melbourne",4.2,Travel Gen,"Brown Sugar Cafe in the Block Arcade offers a delightful coffee experience in beautifully renovated premises. The ambience combines modern comfort with the historic charm of the arcade, making it a perfect spot to relax. The coffee was excellent, brewed to perfection, and the service was warm and welcoming. Whether you're looking for a cozy place to enjoy your coffee or just passing through the arcade, Brown Sugar Cafe is well worth a visit."
Melbourne,cafe,Brown Sugar Cafe,ChIJsz9oU7RC1moRTaRGzVGyN10,"25 Block Pl, Melbourne",4.2,Pia Linn Theissing,"Lovely cafe in Melbourne, definitely worth a try!
It’s located in a cute laneway at the Block Arcade right in Cbd. The staff is super friendly, amazing coffee and cozy atmosphere.
I tried the Risotto of the day and it’s one of the best vegetarian risottos I’ve ever had!!
Don’t miss out on that!"
Melbourne,cafe,Brown Sugar Cafe,ChIJsz9oU7RC1moRTaRGzVGyN10,"25 Block Pl, Melbourne",4.2,Talei K,"The baked polenta and mushroom dish was lovely- polenta was creamy and smooth with a crunchy edge. There was a mountain of kale...I like kale but couldn't get through half of it. Hubby enjoyed the French toast, not so much the coffee. The coffee was not to my liking at all, but exchanged for tea that was fine. When paying the bill realised they charge the tax on top, so another $7. A pleasant cafe"
